Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Age,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,4/6/2016,K16-018392,RECEIVING,A335388,0.01,4/8/2016,4/8/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,4/6/2016,K16-018389,RECEIVING,A335385,0.01,4/8/2016,4/8/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
DING,DOG,CHOW CHOW/GOLDEN RETR,RED,Spayed,MED,8/1/2003,K16-018388,DI102,A255863,12.70,4/8/2016,6/16/2016,69,STRAY,TRANSFER,TREATABLE/MANAGEABLE
COBBIE,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,4/8/2010,K16-018385,CS06,A335370,6.01,4/8/2016,4/8/2016,0,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,4/6/2016,K16-018391,RECEIVING,A335387,0.01,4/8/2016,4/8/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
SPOTS,DOG,CHIHUAHUA SH,BLACK/WHITE,Male,TOY,8/6/2011,K16-018395,DS52,A288110,4.68,4/8/2016,4/9/2016,1,STRAY,RETURN TO OWNER,HEALTHY
CHOPPER,DOG,PIT BULL,RED/WHITE,Neutered,LARGE,4/9/2005,K16-018387,DS84,A335374,11.01,4/8/2016,4/9/2016,1,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,4/6/2016,K16-018393,RECEIVING,A335389,0.01,4/8/2016,4/8/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,4/6/2016,K16-018390,RECEIVING,A335386,0.01,4/8/2016,4/8/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
COOPER,DOG,PIT BULL,GRAY/WHITE,Neutered,LARGE,4/9/2013,K16-018399,DS83,A335404,3.00,4/8/2016,4/9/2016,1,STRAY,RETURN TO OWNER,HEALTHY
,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,,K16-018410,TRUCK,A335429,116.35,4/9/2016,4/9/2016,0,CONFISCATE,RETURN TO OWNER,HEALTHY
,OTHER,CHICKEN,BROWN,Male,MED,,K16-018416,FREEZER,A335432,116.35,4/9/2016,4/12/2016,3,STRAY,EUTHANIZE,UNTREATABLE
BEAUTY,DOG,CAIRN TERRIER,WHITE,Female,SMALL,4/27/2010,K16-018406,TX,A328651,5.96,4/9/2016,5/13/2016,34,STRAY,EUTHANIZE,UNTREATABLE
DAISY,DOG,CHIHUAHUA SH,BLACK,Spayed,TOY,10/9/2009,K16-018409,DA01,A335428,6.50,4/9/2016,4/30/2016,21,OWNER SURRENDER,ADOPTION,HEALTHY
HANSEL,DOG,PIT BULL,WHITE/BR BRINDLE,Neutered,MED,6/3/2015,K16-018413,DA40,A328549,0.85,4/9/2016,6/18/2016,70,OWNER SURRENDER,ADOPTION,HEALTHY
COCONUT,DOG,PARSON RUSS TER/MIX,TAN/WHITE,Spayed,SMALL,5/31/2015,K16-018402,DA47,A334683,0.86,4/9/2016,5/14/2016,35,ADOPTION RETURN,ADOPTION,HEALTHY
HAPPY,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,10/9/2014,K16-018407,DA05,A335426,1.50,4/9/2016,4/13/2016,4,OWNER SURRENDER,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,,K16-018405,CS06,A335424,116.35,4/9/2016,4/13/2016,4,STRAY,RETURN TO OWNER,HEALTHY
NOUGAT,CAT,DOMESTIC SH,CALICO PT,Spayed,KITTN,6/13/2015,K16-018404,CS05,A324960,0.82,4/9/2016,4/16/2016,7,OWNER SURRENDER,ADOPTION,HEALTHY
MORSHI,DOG,CHIHUAHUA SH,WHITE,Spayed,TOY,10/9/2012,K16-018408,DA05,A335427,3.50,4/9/2016,4/12/2016,3,OWNER SURRENDER,RETURN TO OWNER,HEALTHY
BINGO,DOG,PARSON RUSS TER,WHITE/BROWN,Neutered,SMALL,4/12/2010,K16-018417,DA47,A335431,6.00,4/9/2016,5/24/2016,45,STRAY,ADOPTION,HEALTHY
*CAESAR,CAT,DOMESTIC SH,BRN TABBY,Neutered,MED,11/12/2012,K16-018414,CA02,A329381,3.41,4/9/2016,4/15/2016,6,OWNER SURRENDER,TRANSFER,HEALTHY
*ZOE,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,PUPPY,12/25/2015,K16-018403,DA11,A335419,0.29,4/9/2016,4/19/2016,10,STRAY,ADOPTION,HEALTHY
,DOG,CHIHUAHUA SH/MIX,BROWN,Female,TOY,,K16-018420,TX,A335442,116.36,4/11/2016,4/11/2016,0,STRAY,EUTHANIZE,UNTREATABLE
GRIZZLY,DOG,PIT BULL,BROWN,Neutered,MED,1/22/2013,K16-018418,DQ112,A316089,3.22,4/11/2016,4/20/2016,9,OWNER SURRENDER,EUTHANIZE,HEALTHY
ROSIE,DOG,GERM SHEPHERD,BLACK/BROWN,Spayed,LARGE,6/19/2015,K16-018421,DQ112,A331297,0.81,4/11/2016,4/27/2016,16,STRAY,RETURN TO OWNER,HEALTHY
KITA,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,1/20/2013,K16-018422,DQ113,A293291,3.22,4/11/2016,4/28/2016,17,STRAY,EUTHANIZE,UNTREATABLE
MAGGIE,DOG,LABRADOR RETR/PIT BULL,CHOCOLATE/WHITE,Spayed,MED,10/12/2013,K16-018423,DS83,A335443,2.50,4/11/2016,4/12/2016,1,STRAY,RETURN TO OWNER,HEALTHY
DAISEY,DOG,CHIHUAHUA SH/MIX,BLACK,Spayed,MED,12/1/2009,K16-018427,DS90,A253593,6.37,4/12/2016,4/13/2016,1,STRAY,RETURN TO OWNER,HEALTHY
*LAYLA,DOG,PIT BULL,WHITE/BR BRINDLE,Spayed,PUPPY,2/2/2016,K16-018442,DA41,A335480,0.19,4/12/2016,4/30/2016,18,OWNER SURRENDER,ADOPTION,HEALTHY
LAYA,DOG,PIT BULL,WHITE/BR BRINDLE,Spayed,PUPPY,2/2/2016,K16-018441,DA10,A335479,0.19,4/12/2016,4/23/2016,11,OWNER SURRENDER,ADOPTION,HEALTHY
WILEE,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,PUPPY,1/6/2016,K16-018436,DA38,A335474,0.27,4/12/2016,4/23/2016,11,STRAY,RETURN TO OWNER,HEALTHY
*MARY,OTHER,LOP-HOLLAND/MIX,WHITE/TAN,Spayed,SMALL,4/18/2015,K16-018437,CS06,A335476,0.99,4/12/2016,4/20/2016,8,STRAY,TRANSFER,UNTREATABLE
ERNIE,DOG,CHIHUAHUA SH/PARSON RUSS TER,BLACK,Neutered,TOY,11/26/2014,K16-018443,DA46,A329283,1.38,4/12/2016,5/13/2016,31,OWNER SURRENDER,TRANSFER,TREATABLE/MANAGEABLE
CALI BLUE,DOG,AM PIT BULL TER,BLUE,Female,MED,5/13/2012,K16-018424,DS70,A327558,3.92,4/12/2016,4/13/2016,1,STRAY,RETURN TO OWNER,HEALTHY
REYNA,DOG,PIT BULL,BLACK/WHITE,Spayed,LARGE,1/21/2011,K16-018438,DA10,A316043,5.23,4/12/2016,7/1/2016,80,OWNER SURRENDER,ADOPTION,HEALTHY
*KAYLA,DOG,PIT BULL,WHITE/BR BRINDLE,Spayed,PUPPY,2/2/2016,K16-018440,DA12,A335478,0.19,4/12/2016,4/26/2016,14,OWNER SURRENDER,ADOPTION,HEALTHY
SIERRA,DOG,PIT BULL,WHITE/BR BRINDLE,Spayed,PUPPY,2/2/2016,K16-018439,DA13,A335477,0.19,4/12/2016,4/23/2016,11,OWNER SURRENDER,ADOPTION,HEALTHY
DOG,DOG,ROTTWEILER,BLACK/TAN,Male,MED,6/20/2015,K16-018428,DQ109,A330162,0.81,4/12/2016,4/12/2016,0,STRAY,RETURN TO OWNER,HEALTHY
ZEUS,DOG,ROTTWEILER,BLACK/TAN,Male,X-LRG,10/17/2013,K16-018429,DQ110,A328615,2.49,4/12/2016,4/12/2016,0,STRAY,RETURN TO OWNER,HEALTHY
*FRANKY,DOG,CHIHUAHUA SH,WHITE/BLACK,Neutered,TOY,4/13/2015,K16-018455,DA45,A335508,1.00,4/13/2016,6/26/2016,74,STRAY,TRANSFER,TREATABLE/MANAGEABLE
,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,,K16-018450,CS06,A335503,116.36,4/13/2016,4/19/2016,6,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE
,OTHER,GUINEA PIG,TRICOLOR,Unknown,SMALL,,K16-018457,CI02,A335510,116.36,4/13/2016,4/20/2016,7,STRAY,TRANSFER,HEALTHY
GRACIE,CAT,DOMESTIC SH,SEAL PT,Spayed,SMALL,4/13/2013,K16-018447,CS05,A335494,3.00,4/13/2016,5/18/2016,35,STRAY,ADOPTION,HEALTHY
SPIRIT PUPPY HEAD,DOG,LABRADOR RETR,BLACK,Male,LARGE,4/19/2009,K16-018445,DS84,A335485,6.99,4/13/2016,4/19/2016,6,STRAY,RETURN TO OWNER,HEALTHY
*PANTHER,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,4/27/2014,K16-018454,CS04,A335507,1.96,4/13/2016,4/30/2016,17,STRAY,ADOPTION,HEALTHY
RIVER,DOG,QUEENSLAND HEEL,RED,Female,LARGE,6/8/2012,K16-018456,DS70,A283205,3.85,4/13/2016,5/17/2016,34,OWNER SURRENDER,TRANSFER,TREATABLE/REHAB
*PHILLIP,DOG,PIT BULL,BLUE/WHITE,Neutered,MED,2/25/2013,K16-018451,DA16,A333076,3.13,4/13/2016,7/12/2016,90,ADOPTION RETURN,ADOPTION,TREATABLE/MANAGEABLE
CAPONE,DOG,ALASKAN HUSKY,BLACK/WHITE,Male,LARGE,4/15/2006,K16-018453,DS59,A335505,10.00,4/13/2016,4/20/2016,7,STRAY,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,,K16-018471,CS06,A335550,116.37,4/14/2016,4/21/2016,7,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,TORTIE,Female,KITTN,,K16-018464,RECEIVING,A335535,116.37,4/14/2016,4/14/2016,0,STRAY,TRANSFER,TREATABLE/MANAGEABLE
BEAR,DOG,SHIH TZU,BLACK/BROWN,Neutered,TOY,4/15/2007,K16-018477,TX,A335558,9.01,4/14/2016,4/15/2016,1,STRAY,RETURN TO OWNER,HEALTHY
*COWBOY,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,2/14/2016,K16-018467,TX,A335542,0.16,4/14/2016,6/18/2016,65,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB
,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,,K16-018472,CS06,A335551,116.37,4/14/2016,4/21/2016,7,STRAY,RETURN TO OWNER,HEALTHY
MOO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,2/14/2016,K16-018468,LOBBY,A335543,0.16,4/14/2016,4/20/2016,6,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB
DUKE,DOG,LABRADOR RETR/BORDER COLLIE,YELLOW,Neutered,MED,11/9/2003,K16-018470,TRUCK,A024430,12.44,4/14/2016,4/14/2016,0,STRAY,RETURN TO OWNER,HEALTHY
,CAT,DOMESTIC SH,TORTIE,Female,KITTN,,K16-018463,RECEIVING,A335534,116.37,4/14/2016,4/14/2016,0,STRAY,TRANSFER,TREATABLE/MANAGEABLE
ZEUS,DOG,SIBERIAN HUSKY/MIX,WHITE/SILVER,Neutered,MED,6/26/2015,K16-018462,DA39,A335532,0.80,4/14/2016,4/30/2016,16,STRAY,ADOPTION,HEALTHY
*OSCAR,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,2/14/2016,K16-018466,LOBBY,A335541,0.16,4/14/2016,4/20/2016,6,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB
ROCKY,DOG,GERM SHEPHERD,BROWN/BLACK,Neutered,LARGE,11/14/2012,K16-018479,DS87,A335560,3.42,4/14/2016,5/24/2016,40,OWNER SURRENDER,TRANSFER,HEALTHY
JAX,DOG,PIT BULL/GERM SHEPHERD,BR BRINDLE,Female,PUPPY,11/14/2015,K16-018469,TRUCK,A335546,0.42,4/14/2016,4/14/2016,0,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,PEAFOWL,BROWN,Male,MED,,K16-018486,LS01,A335582,116.37,4/15/2016,4/23/2016,8,STRAY,ADOPTION,HEALTHY
FAT CHANCE,DOG,AUST SHEPHERD,TRICOLOR,Neutered,MED,11/6/2008,K16-018483,DS66,A229901,7.44,4/15/2016,4/15/2016,0,STRAY,RETURN TO OWNER,HEALTHY
*GABBY,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,8/27/2015,K16-018485,DA30,A335579,0.64,4/15/2016,4/28/2016,13,STRAY,ADOPTION,HEALTHY
YASMINE,DOG,BOXER,BL BRINDLE,Spayed,MED,12/6/2008,K16-018495,TRUCK,A314677,7.36,4/15/2016,4/15/2016,0,STRAY,RETURN TO OWNER,HEALTHY
OBERON,DOG,MALTESE/POODLE MIN,CREAM,Neutered,TOY,4/18/2009,K16-018487,TRUCK,A239341,7.00,4/15/2016,4/15/2016,0,STRAY,RETURN TO OWNER,HEALTHY
CHAPO,DOG,AM PIT BULL TER,BL BRINDLE/WHITE,Male,LARGE,12/14/2010,K16-018494,DS68,A274191,5.34,4/15/2016,5/10/2016,25,STRAY,EUTHANIZE,TREATABLE/MANAGEABLE
TOBY,DOG,RHOD RIDGEBACK/MIX,TAN/BROWN,Neutered,LARGE,10/7/2010,K16-018480,DS68,A328033,5.53,4/15/2016,4/15/2016,0,STRAY,RETURN TO OWNER,HEALTHY
,OTHER,PEAFOWL,BLUE/BROWN,Female,MED,,K16-018539,LS01,A335897,116.37,4/15/2016,4/23/2016,8,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K16-018514,SMM,A335633,116.37,4/16/2016,4/25/2016,9,STRAY,EUTHANIZE,UNTREATABLE
LUCY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,3/22/2016,K16-018510,,A335628,0.07,4/16/2016,,0,STRAY,,UNKNOWN
,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,3/22/2016,K16-018509,,A335627,0.07,4/16/2016,,0,STRAY,,UNKNOWN
PRINCESS,DOG,PIT BULL,BLUE,Spayed,MED,2/7/2015,K16-018518,DQ111,A335207,1.19,4/16/2016,4/26/2016,10,QUARANTINE,RETURN TO OWNER,HEALTHY
COCO,DOG,CHIHUAHUA SH,BLACK/BROWN,Spayed,TOY,5/5/2012,K16-018506,DS92,A335619,3.95,4/16/2016,4/16/2016,0,STRAY,RETURN TO OWNER,HEALTHY
REX,DOG,CHIHUAHUA SH,BLACK/TAN,Neutered,TOY,11/30/2007,K16-018496,TRUCK,A310590,8.38,4/16/2016,4/16/2016,0,STRAY,RETURN TO OWNER,HEALTHY
DEALER,DOG,DACHSHUND,BROWN,Male,TOY,4/16/2006,K16-018502,DS53,A335616,10.01,4/16/2016,5/5/2016,19,CONFISCATE,TRANSFER,TREATABLE/REHAB
,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,KITTN,3/22/2016,K16-018511,CA03,A335629,0.07,4/16/2016,5/27/2016,41,STRAY,ADOPTION,TREATABLE/REHAB
PRINCE,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,4/16/2010,K16-018501,WESTFARM,A335614,6.01,4/16/2016,4/26/2016,10,OWNER SURRENDER,ADOPTION,HEALTHY
CHUCKY,DOG,MASTIFF,BR BRINDLE,Male,LARGE,7/10/2014,K16-018517,DI099,A315687,1.77,4/16/2016,6/1/2016,46,CONFISCATE,DIED,TREATABLE/MANAGEABLE
*CLAIRE,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Spayed,MED,2/1/2016,K16-018507,DA08,A335620,0.21,4/16/2016,4/30/2016,14,STRAY,ADOPTION,HEALTHY
RENO,DOG,BOXER,BROWN/WHITE,Neutered,MED,5/5/2009,K16-018505,DS55,A335618,6.95,4/16/2016,4/16/2016,0,STRAY,RETURN TO OWNER,HEALTHY
MAX,DOG,PIT BULL,BLUE/WHITE,Neutered,LARGE,4/22/2013,K16-018503,DS82,A305655,2.99,4/16/2016,4/28/2016,12,OWNER SURRENDER,EUTHANIZE,HEALTHY
LULU,DOG,COTON DE TULEAR,WHITE,Spayed,SMALL,4/16/2014,K16-018498,DS66,A335612,2.00,4/16/2016,4/16/2016,0,STRAY,RETURN TO OWNER,HEALTHY
KILO,DOG,BULLMASTIFF,BR BRINDLE,Male,LARGE,7/10/2014,K16-018516,DQ118,A315689,1.77,4/16/2016,5/11/2016,25,CONFISCATE,EUTHANIZE,TREATABLE/MANAGEABLE
,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,3/22/2016,K16-018512,CA03,A335630,0.07,4/16/2016,5/27/2016,41,STRAY,ADOPTION,TREATABLE/REHAB
KOOL,CAT,DOMESTIC SH,BLUE CREAM/CALICO,Spayed,SMALL,6/19/2011,K16-018500,CS04,A278461,4.83,4/16/2016,5/10/2016,24,OWNER SURRENDER,ADOPTION,HEALTHY
LOUIE,DOG,POMERANIAN/PEKINGESE,TAN/RED,Neutered,TOY,10/25/2013,K16-018497,DA45,A303095,2.48,4/16/2016,4/29/2016,13,OWNER SURRENDER,ADOPTION,HEALTHY
PHAT,CAT,DOMESTIC SH,BLUE CREAM/CALICO,Spayed,SMALL,6/19/2011,K16-018499,CS05,A278463,4.83,4/16/2016,5/4/2016,18,OWNER SURRENDER,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,,K16-018513,CS06,A335631,116.37,4/16/2016,4/21/2016,5,STRAY,RETURN TO OWNER,HEALTHY
*CHARLIE,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,7/10/2014,K16-018515,DQ117,A315690,1.77,4/16/2016,6/25/2016,70,CONFISCATE,TRANSFER,TREATABLE/REHAB
*GORDIE,DOG,PIT BULL,FAWN,Neutered,LARGE,10/16/2014,K16-018504,DA28,A335617,1.50,4/16/2016,8/13/2016,119,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB
,OTHER,GOAT,WHITE/BROWN,Male,LARGE,,K16-018520,LS02,A335642,116.38,4/17/2016,5/5/2016,18,STRAY,TRANSFER,HEALTHY
COCO,DOG,CHIHUAHUA SH,WHITE/BROWN,Neutered,TOY,4/19/2014,K16-018528,DS93,A335865,2.00,4/18/2016,4/19/2016,1,CONFISCATE,RETURN TO OWNER,HEALTHY
VEGA,DOG,AUST KELPIE/BORDER COLLIE,BLACK/TAN,Spayed,MED,10/19/2014,K16-018526,DS79,A335863,1.50,4/18/2016,4/19/2016,1,STRAY,RETURN TO OWNER,HEALTHY
*RUSTY,DOG,RHOD RIDGEBACK/MIX,BROWN/BLACK,Neutered,MED,5/2/2015,K16-018527,DA40,A335864,0.96,4/18/2016,5/13/2016,25,STRAY,ADOPTION,HEALTHY
TUCKER,DOG,LABRADOR RETR/MIX,BLACK,Neutered,PUPPY,2/10/2016,K16-018521,DA07,A335858,0.19,4/18/2016,4/27/2016,9,STRAY,ADOPTION,HEALTHY
,DOG,CHIHUAHUA SH/MIX,TAN,Male,SMALL,5/5/2006,K16-018540,DI099,A335901,9.96,4/19/2016,5/7/2016,18,STRAY,EUTHANIZE,TREATABLE/MANAGEABLE
POSEY,DOG,LABRADOR RETR,SILVER,Spayed,LARGE,9/23/2010,K16-018531,DS60,A268522,5.58,4/19/2016,4/19/2016,0,STRAY,RETURN TO OWNER,HEALTHY
SHAY,DOG,GERM SHEPHERD/LABRADOR RETR,BLACK,Spayed,LARGE,10/27/2015,K16-018538,DS57,A335896,0.48,4/19/2016,6/15/2016,57,OWNER SURRENDER,TRANSFER,HEALTHY
,OTHER,ALPINE/MIX,BROWN/BLACK,Male,LARGE,,K16-018529,LS02,A335873,116.38,4/19/2016,5/5/2016,16,STRAY,TRANSFER,HEALTHY
ZANDER,DOG,PIT BULL/MIX,WHITE/BLACK,Male,MED,10/21/2014,K16-018548,DS60,A335918,1.50,4/20/2016,5/10/2016,20,OWNER SURRENDER,EUTHANIZE,TREATABLE/MANAGEABLE
,OTHER,PEAFOWL,BROWN,Male,MED,,K16-018546,LS01,A335916,116.38,4/20/2016,4/21/2016,1,STRAY,EUTHANIZE,HEALTHY
ANNICAN,DOG,LABRADOR RETR/PIT BULL,BLACK,Neutered,PUPPY,2/12/2016,K16-018553,DA05,A335926,0.19,4/20/2016,4/29/2016,9,STRAY,ADOPTION,HEALTHY
APOLLO,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,LARGE,10/31/2014,K16-018543,DA18,A335909,1.47,4/20/2016,5/11/2016,21,STRAY,ADOPTION,HEALTHY
CHIQUITO,DOG,CAIRN TERRIER/MIX,BLACK/GRAY,Neutered,SMALL,,K16-018550,TRUCK,A323171,116.38,4/20/2016,4/20/2016,0,STRAY,RETURN TO OWNER,HEALTHY
BAILEY,DOG,AUST KELPIE,TAN,Neutered,MED,1/17/2007,K16-018554,DS89,A315877,9.26,4/20/2016,4/21/2016,1,STRAY,RETURN TO OWNER,HEALTHY
IRIS,DOG,PIT BULL,BLUE/WHITE,Female,MED,,K16-018547,TRUCK,A335917,116.38,4/20/2016,4/20/2016,0,STRAY,RETURN TO OWNER,HEALTHY
SAMMY,DOG,LABRADOR RETR/GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,4/27/2001,K16-018545,DS58,A335911,14.99,4/20/2016,4/27/2016,7,STRAY,RETURN TO OWNER,HEALTHY
PULGAS,DOG,CHIHUAHUA SH,TAN,Neutered,SMALL,4/20/2014,K16-018549,DA01,A335924,2.00,4/20/2016,5/13/2016,23,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,BLACK/WHITE,Female,SMALL,,K16-018568,COOLER,A335965,116.39,4/21/2016,4/21/2016,0,STRAY,DISPOSAL,UNTREATABLE
,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,,K16-018566,CI01,A335961,116.39,4/21/2016,4/22/2016,1,STRAY,EUTHANIZE,UNTREATABLE
*MINNIE,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,SMALL,4/29/2012,K16-018555,SMM,A335938,3.98,4/21/2016,5/4/2016,13,STRAY,ADOPTION,HEALTHY
BUSTER,DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,3/9/2010,K16-018567,DS57,A260479,6.12,4/21/2016,4/22/2016,1,STRAY,RETURN TO OWNER,HEALTHY
*OPHELIA,OTHER,RABBIT SH,WHITE,Spayed,SMALL,4/29/2015,K16-018565,CA01,A335959,0.98,4/21/2016,6/4/2016,44,STRAY,ADOPTION,HEALTHY
OTIS,DOG,GREAT PYRENEES,WHITE,Male,X-LRG,1/2/2015,K16-018556,DS59,A331515,1.30,4/21/2016,4/21/2016,0,STRAY,RETURN TO OWNER,HEALTHY
ARTURO,DOG,CHIHUAHUA SH/MIX,TRICOLOR,Neutered,TOY,4/21/2008,K16-018557,DS92,A335951,8.01,4/21/2016,4/22/2016,1,STRAY,RETURN TO OWNER,HEALTHY
RUSTY,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,4/22/2006,K16-018580,CS06,A335998,10.01,4/22/2016,5/4/2016,12,OWNER SURRENDER,EUTHANIZE,UNTREATABLE
,DOG,GERM SHEPHERD,WHITE,Male,LARGE,,K16-018576,DS90,A335979,116.39,4/22/2016,5/10/2016,18,STRAY,EUTHANIZE,TREATABLE/MANAGEABLE
JUDAH,DOG,PIT BULL/MIX,BLACK/WHITE,Male,MED,10/15/2014,K16-018579,DQ109,A321718,1.52,4/22/2016,5/11/2016,19,CONFISCATE,EUTHANIZE,UNTREATABLE
OSO,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,PUPPY,12/7/2015,K16-018571,DS65,A335972,0.38,4/22/2016,5/27/2016,35,STRAY,TRANSFER,HEALTHY
COCO,DOG,LABRADOR RETR,BROWN,Neutered,MED,12/21/2014,K16-018575,DS59,A323700,1.34,4/22/2016,4/23/2016,1,STRAY,RETURN TO OWNER,HEALTHY
MACK,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,6/1/2007,K16-018583,DS71,A209627,8.90,4/22/2016,4/23/2016,1,STRAY,RETURN TO OWNER,TREATABLE/REHAB
*MS MIN PIN,DOG,MIN PINSCHER,BROWN/RED,Female,TOY,5/5/2013,K16-018582,DS57,A336006,2.97,4/22/2016,5/7/2016,15,STRAY,TRANSFER,TREATABLE/MANAGEABLE
PIP,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,4/22/2014,K16-018581,WESTFARM,A336005,2.00,4/22/2016,5/6/2016,14,STRAY,ADOPTION,HEALTHY
BULLET,DOG,CAIRN TERRIER,TAN,Neutered,SMALL,7/3/2000,K16-018577,DS92,A250647,15.81,4/22/2016,4/23/2016,1,STRAY,RETURN TO OWNER,HEALTHY
PRINCESSA,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,PUPPY,8/26/2015,K16-018572,DQ107,A335973,0.66,4/22/2016,5/27/2016,35,STRAY,TRANSFER,TREATABLE/REHAB
IVY,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Female,MED,,K16-018578,DQ110,A321717,116.39,4/22/2016,5/11/2016,19,CONFISCATE,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,,K16-018602,SMM,A336043,116.39,4/23/2016,4/28/2016,5,STRAY,EUTHANIZE,UNTREATABLE
,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,,K16-018588,RECEIVING,A336013,116.39,4/23/2016,4/23/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,,K16-018587,RECEIVING,A336012,116.39,4/23/2016,4/23/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
*MOLLY,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,8/23/2015,K16-018590,CS04,A336019,0.67,4/23/2016,5/5/2016,12,STRAY,ADOPTION,HEALTHY
,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,,K16-018596,RECEIVING,A336032,116.39,4/23/2016,4/23/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
,CAT,DOMESTIC SH,AGOUTI,Unknown,KITTN,,K16-018593,RECEIVING,A336029,116.39,4/23/2016,4/23/2016,0,STRAY,TRANSFER,TREATABLE/REHAB
MARY,DOG,PIT BULL,BR BRINDLE,Spayed,LARGE,12/22/2013,K16-018585,TRUCK,A309292,2.34,4/23/2016,4/23/2016,0,STRAY,RETURN TO OWNER,HEALTHY
CHICO,DOG,ALASKAN HUSKY/PIT BULL,BLACK/TAN,Neutered,LARGE,4/23/2014,K16-018598,DI101,A336037,2.00,4/23/2016,6/29/2016,67,STRAY,EUTHANIZE,TREATABLE/MANAGEABLE
,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,,K16-018592,CS06,A336028,116.39,4/23/2016,4/28/2016,5,STRAY,RETURN TO OWNER,HEALTHY
ACORN,DOG,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,11/30/2004,K16-018591,DA26,A207350,11.40,4/23/2016,4/23/2016,0,STRAY,RETURN TO OWNER,HEALTHY
